Section,Basin,Age,lithology,d4440Ca,Height (m),d13C (VPDB),d18O (VPDB),Mg/Ca (mmol/mol),Sr/Ca (mmol/mol)
Site1003,Bahamas,Neogene,ls,-1.07,426.1,2.77,2.45,67.67,2.75
Site1003,Bahamas,Neogene,ls,-1.31,1,4.4,-0.84,67.7,9.28
Site1003,Bahamas,Neogene,ls,-1.28,926.3,3.31,1.38,72.44,3.8
Site1003,Bahamas,Neogene,ls,-0.99,494,3.12,2.71,74.54,4.1
Site1003,Bahamas,Neogene,,-1.14,533,2.67,2.73,,
Site1003,Bahamas,Neogene,,-1.06,686,1.65,1.04,,
Site1005,Bahamas,Neogene,,-1.41,0.4,4.09,-0.57,,
Site1005,Bahamas,Neogene,,-1.39,1.9,5.03,0.54,,
Site1005,Bahamas,Neogene,,-1.47,4.4,4.92,0.48,,
Site1005,Bahamas,Neogene,,-1.39,7.4,5.09,0.48,,
Site1005,Bahamas,Neogene,,-1.39,19.4,4.26,0.23,,
Site1005,Bahamas,Neogene,,-1.37,20.9,4.53,0.12,,
Site1005,Bahamas,Neogene,,-1.29,27.4,4.57,0.12,,
Site1005,Bahamas,Neogene,,-1.11,34.9,3.41,-0.51,,
Site1005,Bahamas,Neogene,,-1.39,38.4,3.94,-0.24,,
Site1005,Bahamas,Neogene,,-1.33,44.4,1.71,1.37,,
Site1005,Bahamas,Neogene,,-1.44,46.4,4.83,0.14,,
Site1005,Bahamas,Neogene,,-1.39,49.4,4.84,0.19,,
Site1005,Bahamas,Neogene,,-1.25,52.4,4.52,0.54,,
Site1005,Bahamas,Neogene,,-1.3,53.9,4.55,0.54,,
Site1005,Bahamas,Neogene,,-1.28,56.92,4.68,0.55,,
Site1005,Bahamas,Neogene,,-1.39,58.4,4.97,0.66,,
Site1005,Bahamas,Neogene,,-1.13,64.9,4.28,-0.04,,
Site1005,Bahamas,Neogene,,-1.26,67.9,3.96,-0.02,,
Site1005,Bahamas,Neogene,,-1.34,70.9,4.22,0.03,,
Site1007,Bahamas,Neogene,ls,-1.44,79.1,4.98,0.5,11.16,10.87
Site1007,Bahamas,Neogene,ls,-1.5,908,2.3,-1.36,12.04,3.58
Site1007,Bahamas,Neogene,ls,-1.23,879.5,2.61,0.51,12.46,3.55
Site1007,Bahamas,Neogene,ls,-1.45,33.6,3.01,0.2,12.92,8.97
Site1007,Bahamas,Neogene,ls,-1.45,69.5,4.82,0.63,13.2,10.35
Site1007,Bahamas,Neogene,ls,-1.1,513.9,1.69,0.74,13.51,4.58
Site1007,Bahamas,Neogene,ls,-1.31,23.6,4.3,0.73,14.48,8.34
Site1007,Bahamas,Neogene,ls,-1.15,658.2,2.73,0.43,14.59,5.25
Site1007,Bahamas,Neogene,ls,-1.31,524,1.69,0.74,14.6,3.37
Site1007,Bahamas,Neogene,ls,-1.35,87.2,4.98,0.51,15.56,11.19
Site1007,Bahamas,Neogene,ls,-1.36,62.7,4.85,0.81,15.68,10.7
Site1007,Bahamas,Neogene,ls,-1.29,110.6,2.56,2.18,17.08,10.1
Site1007,Bahamas,Neogene,ls,-1.27,725.6,3.17,-0.36,17.72,6.49
Site1007,Bahamas,Neogene,ls,-1.21,93.7,4.78,0.47,18.23,8.65
Site1007,Bahamas,Neogene,ls,-1.25,783.4,2.88,-0.08,19.36,3
Site1007,Bahamas,Neogene,ls,-1.14,744.8,3.08,0.17,20.1,5.27
Site1007,Bahamas,Neogene,ls,-1.21,497.4,1.83,1.51,20.79,3.75
Site1007,Bahamas,Neogene,ls,-1.08,368.5,,,20.91,1.7
Site1007,Bahamas,Neogene,ls,-1.13,341.4,1.46,1.67,20.94,1.71
Site1007,Bahamas,Neogene,ls,-1.04,533.5,1.69,0.74,21.62,3.35
Site1007,Bahamas,Neogene,ls,-1.46,937.3,2.36,0.46,22.68,3.96
Site1007,Bahamas,Neogene,ls,-1.05,359.8,3.08,2.05,22.76,2
Site1007,Bahamas,Neogene,ls,-1.26,956.5,1.5,-0.44,22.81,2.87
Site1007,Bahamas,Neogene,ls,-0.93,350.6,1.49,1.77,23.06,2.12
Site1007,Bahamas,Neogene,ls,-1.22,140.4,4.1,0.66,23.2,8.35
Site1007,Bahamas,Neogene,ls,-1.29,860.3,2.56,0.66,23.66,3.17
Site1007,Bahamas,Neogene,ls,-1.26,766.7,2.88,-0.01,23.75,4.5
Site1007,Bahamas,Neogene,ls,-1.14,648.5,2.66,0.76,24.19,3.92
Site1007,Bahamas,Neogene,ls,-1.33,802.6,3.25,0.67,25.18,3.71
Site1007,Bahamas,Neogene,ls,-0.99,238.6,2.59,2.1,25.82,1.48
Site1007,Bahamas,Neogene,ls,-1.21,134.5,4.41,0.38,26.45,5.98
Site1007,Bahamas,Neogene,ls,-1.18,696.7,,,26.96,4.73
Site1007,Bahamas,Neogene,ls,-1.21,48.2,3.27,1.11,27.05,6.85
Site1007,Bahamas,Neogene,ls,-0.87,332.2,1.18,1.17,27.53,1.87
Site1007,Bahamas,Neogene,ls,-1.22,17.7,2.06,-0.87,27.59,7.73
Site1007,Bahamas,Neogene,ls,-1.17,898.8,,,27.62,3.14
Site1007,Bahamas,Neogene,ls,-1.33,101.3,4.48,0.67,27.65,9.01
Site1007,Bahamas,Neogene,ls,-1.46,824.5,2.74,-0.01,29.19,3.52
Site1007,Bahamas,Neogene,ls,-1.06,207.1,1.3,1.29,29.59,1.65
Site1007,Bahamas,Neogene,ls,-1.23,687.3,3.03,-0.84,30.06,7.11
Site1007,Bahamas,Neogene,ls,-1.33,754.5,2.89,0.18,31.1,4.78
Site1007,Bahamas,Neogene,ls,-1.12,629.5,2.66,0.76,31.3,3.9
Site1007,Bahamas,Neogene,ls,-1.11,1023.9,1.58,0.03,31.47,3.02
Site1007,Bahamas,Neogene,ls,-1.14,793,3.02,0.51,31.89,3.66
Site1007,Bahamas,Neogene,ls,-1.03,220.4,2.56,2.19,32.04,1.6
Site1007,Bahamas,Neogene,ls,-1.09,975.7,2.34,0.88,32.52,3.79
Site1007,Bahamas,Neogene,ls,-1.27,149.4,4.66,0.67,32.8,8.46
Site1007,Bahamas,Neogene,ls,-1.17,706.4,3.51,1.13,34.25,4.28
Site1007,Bahamas,Neogene,ls,-1.03,229.5,2.27,0.8,34.4,1.76
Site1007,Bahamas,Neogene,ls,-0.8,304.5,1.34,1,34.75,1.6
Site1007,Bahamas,Neogene,ls,-0.89,269.7,1.58,0.63,35.8,1.44
Site1007,Bahamas,Neogene,ls,-1.27,995,1.78,0.16,37.06,3.48
Site1007,Bahamas,Neogene,ls,-0.97,254.1,1.67,1.24,38.05,1.27
Site1007,Bahamas,Neogene,ls,-1.16,322.9,1.26,1.46,40.04,1.54
Site1007,Bahamas,Neogene,ls,-0.85,205.1,1.17,1.71,41.61,1.92
Site1007,Bahamas,Neogene,ls,-0.96,184.7,1.26,1.68,42.63,3.15
Site1007,Bahamas,Neogene,ls,-1.24,735.2,2.75,-0.54,42.92,5.02
Site1007,Bahamas,Neogene,ls,-1.22,1016.9,1.8,0.12,44.75,2.74
Site1007,Bahamas,Neogene,ls,-1.02,287,1.86,1.31,45.62,1.65
Site1007,Bahamas,Neogene,ls,-1.37,815,2.8,0.08,49.4,4.44
Site1007,Bahamas,Neogene,ls,-1.35,152.5,4.81,1.04,50.42,9.59
Site1007,Bahamas,Neogene,ls,-1.07,2.5,3.29,-0.06,55.61,5.96
Site1007,Bahamas,Neogene,ls,-0.92,166.2,3.32,2.38,57.64,3.96
Site1007,Bahamas,Neogene,ls,-1.1,716,3.2,-0.31,65.45,3.82
Site1007,Bahamas,Neogene,ls,-1.02,175.5,3.21,2.16,90.04,3.53
Site1007,Bahamas,Neogene,ls,-1.06,841.1,2.74,0.15,127.72,2.94
Site1007,Bahamas,Neogene,ls,-1.06,295.2,1.75,2.18,147.05,1.42
Site1007,Bahamas,Neogene,ls,-1.19,677.5,3.07,-0.06,162.37,3.99
Unda,Bahamas,Neogene,ls,-0.4,291.84,2.01,3.26,352.9,0.72
Unda,Bahamas,Neogene,ls,-0.43,252.7456,1.6,1.2,647.8,0.57
Unda,Bahamas,Neogene,dl,-0.42,267.824,1.9,3.42,776.7,0.42
Unda,Bahamas,Neogene,dl,-0.57,323.456,2.1,3.44,805.4,0.44
